Entity,Code,Year,"Railways, passengers carried (passenger-km) (passenger-km)"
Italy,ITA,1990,45512000000
Italy,ITA,1991,46427000000
Italy,ITA,1992,48361000000
Italy,ITA,1993,47101000000
Italy,ITA,1994,48900000000
Italy,ITA,1995,49700000000
Italy,ITA,1996,50300000000
Italy,ITA,1997,49500000000
Italy,ITA,1998,47285000000
Italy,ITA,1999,40971000000
Italy,ITA,2000,44849000000
Italy,ITA,2001,46675000000
Italy,ITA,2002,45956000000
Italy,ITA,2003,45221000000
Italy,ITA,2004,45566000000
Italy,ITA,2005,47368150000
Italy,ITA,2006,47642100000
Italy,ITA,2007,47113000000
Italy,ITA,2008,46998000000
Italy,ITA,2009,45590000000
Italy,ITA,2010,44535400000
Italy,ITA,2011,40554000000
Italy,ITA,2012,38676000000
Italy,ITA,2013,37752000000
Italy,ITA,2014,38612000000
Italy,ITA,2015,39290000000
Italy,ITA,2016,39290000000
Japan,JPN,1980,193143000000
Japan,JPN,1981,192115000000
Japan,JPN,1982,190767000000
Japan,JPN,1983,192906000000
Japan,JPN,1984,194180000000
Japan,JPN,1985,197463000000
Japan,JPN,1986,198299000000
Japan,JPN,1987,204679000000
Japan,JPN,1988,217587000000
Japan,JPN,1989,222670000000
Japan,JPN,1990,237551000000
Japan,JPN,1991,247031000000
Japan,JPN,1992,249603000000
Japan,JPN,1993,250013000000
Japan,JPN,1994,244375000000
Japan,JPN,1995,248993000000
Japan,JPN,1996,251723000000
Japan,JPN,1997,247652000000
Japan,JPN,1998,242807000000
Japan,JPN,1999,240877000000
Japan,JPN,2000,240793000000
Japan,JPN,2001,241133000000
Japan,JPN,2002,239246000000
Japan,JPN,2003,241160000000
Japan,JPN,2004,242300000000
Japan,JPN,2005,239246000000
Japan,JPN,2006,249029000000
Japan,JPN,2007,252579000000
Japan,JPN,2008,255865000000
Japan,JPN,2009,253555000000
Japan,JPN,2010,244235000000
Japan,JPN,2011,244591000000
Japan,JPN,2012,244591000000
Japan,JPN,2013,260014000000
Japan,JPN,2014,255881000000
Japan,JPN,2015,206722000000
Jordan,JOR,2011,504000000
Jordan,JOR,2012,504000000
Jordan,JOR,2013,503537000
Jordan,JOR,2014,503000000
Kazakhstan,KAZ,1988,18637000000
Kazakhstan,KAZ,1989,18923000000
Kazakhstan,KAZ,1990,19734000000
Kazakhstan,KAZ,1991,19415000000
Kazakhstan,KAZ,1992,19671000000
Kazakhstan,KAZ,1993,20507000000
Kazakhstan,KAZ,1997,12801000000
Kazakhstan,KAZ,1999,8859000000
Kazakhstan,KAZ,2000,10215000000
Kazakhstan,KAZ,2002,10449000000
Kazakhstan,KAZ,2003,10686000000
Kazakhstan,KAZ,2004,11818000000
Kazakhstan,KAZ,2005,12129000000
Kazakhstan,KAZ,2006,13613000000
Kazakhstan,KAZ,2007,13613000000
Kazakhstan,KAZ,2008,14450000000
Kazakhstan,KAZ,2009,14860000000
Kazakhstan,KAZ,2010,15448000000
Kazakhstan,KAZ,2011,16595000000
Kazakhstan,KAZ,2012,18498000000
Kazakhstan,KAZ,2013,19125000000
Kazakhstan,KAZ,2014,18317000000
Kazakhstan,KAZ,2015,17085000000
Kazakhstan,KAZ,2016,18165100000
Kenya,KEN,1980,704000000
Kenya,KEN,1981,769000000
Kenya,KEN,1982,772000000
Kenya,KEN,1983,758000000
Kenya,KEN,1984,484000000
Kenya,KEN,1985,648800000
Kenya,KEN,1986,706400000
Kenya,KEN,1987,795600000
Kenya,KEN,1988,822500000
Kenya,KEN,1989,707400000
Kenya,KEN,1990,715400000
Kenya,KEN,1991,585900000
Kenya,KEN,1992,394700000
Kenya,KEN,1993,407900000
Kenya,KEN,1994,408000000
Kenya,KEN,1995,408000000
Kenya,KEN,1997,393000000
Kenya,KEN,1999,306000000
Kenya,KEN,2000,350000000
Kenya,KEN,2001,166000000
Kenya,KEN,2002,288000000
Kenya,KEN,2004,226000000
Kenya,KEN,2005,226000000
Kenya,KEN,2006,226000000
Kyrgyzstan,KGZ,2006,45000000
Kyrgyzstan,KGZ,2007,60000000
Kyrgyzstan,KGZ,2008,60000000
Kyrgyzstan,KGZ,2009,106000000
Kyrgyzstan,KGZ,2010,99000000
Kyrgyzstan,KGZ,2011,83000000
Kyrgyzstan,KGZ,2012,76000000
Kyrgyzstan,KGZ,2013,76000000
Kyrgyzstan,KGZ,2014,75000000
Kyrgyzstan,KGZ,2016,40800000
Late-demographic dividend,,1980,1487000000
Late-demographic dividend,,1981,1575500000
Late-demographic dividend,,1982,1541500000
Late-demographic dividend,,1985,1649000000
Late-demographic dividend,,1986,1721000000
Late-demographic dividend,,1987,1594294000
Late-demographic dividend,,1988,1975744000
Late-demographic dividend,,1989,1921620500
Late-demographic dividend,,1990,1969000000
Late-demographic dividend,,1991,2346000000
Late-demographic dividend,,1992,2232718000
Late-demographic dividend,,1993,1775966655
Late-demographic dividend,,1994,1794000000
Late-demographic dividend,,1995,1332000000
Late-demographic dividend,,1996,1485000000
Late-demographic dividend,,1997,1545000000
Late-demographic dividend,,1998,1716000000
Late-demographic dividend,,1999,1421000000
Late-demographic dividend,,2000,1349500000
Late-demographic dividend,,2001,1181000000
Late-demographic dividend,,2002,1194000000
Late-demographic dividend,,2003,1601000000
Late-demographic dividend,,2004,1582000000
Late-demographic dividend,,2005,1294000000
Late-demographic dividend,,2006,1639500000
Late-demographic dividend,,2007,1390000000
Late-demographic dividend,,2008,1443500000
Late-demographic dividend,,2009,1510000000
Late-demographic dividend,,2010,1356500000
Late-demographic dividend,,2011,1399000000
Late-demographic dividend,,2012,1534000000
Late-demographic dividend,,2013,1534342000
Late-demographic dividend,,2014,1496500000
Latvia,LVA,1980,4774000000
Latvia,LVA,1981,4880000000
Latvia,LVA,1982,4978000000
Latvia,LVA,1983,5149000000
Latvia,LVA,1984,5310000000
Latvia,LVA,1985,5214000000
Latvia,LVA,1986,5573000000
Latvia,LVA,1987,5679000000
Latvia,LVA,1988,5761000000
Latvia,LVA,1989,5449000000
Latvia,LVA,1990,5366000000
Latvia,LVA,1991,3930000000
Latvia,LVA,1992,3656000000
Latvia,LVA,1993,2359000000
Latvia,LVA,1994,1794000000
Latvia,LVA,1995,1373000000
Latvia,LVA,1996,1200000000
Latvia,LVA,1997,1100000000
Latvia,LVA,1998,1100000000
Latvia,LVA,1999,984000000
Latvia,LVA,2000,715000000
Latvia,LVA,2001,706000000
Latvia,LVA,2002,744000000
Latvia,LVA,2003,762000000
Latvia,LVA,2004,810000000
Latvia,LVA,2005,894000000
Latvia,LVA,2006,992000000
Latvia,LVA,2007,983000000
Latvia,LVA,2008,951000000
Latvia,LVA,2009,75000000
Latvia,LVA,2010,79000000
Latvia,LVA,2011,79000000
Latvia,LVA,2012,89000000
Latvia,LVA,2013,729000000
Latvia,LVA,2014,649000000
Latvia,LVA,2015,591000000
Latvia,LVA,2016,40200000
Lithuania,LTU,1980,3258000000
Lithuania,LTU,1981,3314000000
Lithuania,LTU,1982,3324000000
Lithuania,LTU,1983,3331000000
Lithuania,LTU,1984,3377000000
Lithuania,LTU,1985,3417000000
Lithuania,LTU,1986,3494000000
Lithuania,LTU,1987,3565000000
Lithuania,LTU,1988,3665000000
Lithuania,LTU,1989,3470000000
Lithuania,LTU,1990,3640000000
Lithuania,LTU,1991,3225000000
Lithuania,LTU,1992,2740000000
Lithuania,LTU,1993,2700000000
Lithuania,LTU,1994,1574000000
Lithuania,LTU,1995,1130000000
Lithuania,LTU,1996,889000000
Lithuania,LTU,1997,766000000
Lithuania,LTU,1998,715000000
Lithuania,LTU,1999,745000000
Lithuania,LTU,2000,611000000
Lithuania,LTU,2001,533000000
Lithuania,LTU,2002,498000000
Lithuania,LTU,2003,432000000
Lithuania,LTU,2004,443000000
Lithuania,LTU,2005,498000000
Lithuania,LTU,2006,430000000
Lithuania,LTU,2007,409000000
Lithuania,LTU,2008,398000000
Lithuania,LTU,2009,357000000
Lithuania,LTU,2010,373000000
Lithuania,LTU,2011,389000000
Lithuania,LTU,2012,403000000
Lithuania,LTU,2013,391000000
Lithuania,LTU,2014,372000000
Lithuania,LTU,2015,361000000
Lithuania,LTU,2016,396000000
Low & middle income,,1990,1382000000
Lower middle income,,1980,1533000000
Lower middle income,,1981,2595000000
Lower middle income,,1982,2324000000
Lower middle income,,1983,1927212500
Lower middle income,,1984,2280200000
Lower middle income,,1985,1963696500
Lower middle income,,1986,1379139500
Lower middle income,,1987,1144520000
Lower middle income,,1988,1014000000
Lower middle income,,1989,1518950000
Lower middle income,,1990,1590978500
Lower middle income,,1991,1020000000
Lower middle income,,1992,1078000000
Lower middle income,,1993,1057000000
Lower middle income,,1994,1480500000
Lower middle income,,1995,996000000
Lower middle income,,1996,1600000000
Lower middle income,,1997,1026000000
Lower middle income,,1999,1105000000
Lower middle income,,2000,453000000
Lower middle income,,2005,1261000000
Lower middle income,,2006,1709500000
Lower middle income,,2008,1443500000
Luxembourg,LUX,2005,272000000
Luxembourg,LUX,2006,298000000
Luxembourg,LUX,2007,316000000
Luxembourg,LUX,2008,345000000
Luxembourg,LUX,2009,333000000
Luxembourg,LUX,2010,345000000
Luxembourg,LUX,2011,349000000
Luxembourg,LUX,2012,373000000
Luxembourg,LUX,2013,373000000
Luxembourg,LUX,2014,373000000
Macedonia,MKD,1980,358000000
Macedonia,MKD,1981,348000000
Macedonia,MKD,1982,396000000
Macedonia,MKD,1983,352000000
Macedonia,MKD,1984,405000000
Macedonia,MKD,1985,417000000
Macedonia,MKD,1986,436000000
Macedonia,MKD,1987,412000000
Macedonia,MKD,1988,385000000
Macedonia,MKD,1989,371000000
Macedonia,MKD,1990,354000000
Macedonia,MKD,1991,204000000
Macedonia,MKD,1992,113000000
Macedonia,MKD,1993,72000000
Macedonia,MKD,1994,67072999.99999999
Macedonia,MKD,1995,64910000
Macedonia,MKD,1996,120000000
Macedonia,MKD,1997,141000000
Macedonia,MKD,1998,149000000
Macedonia,MKD,1999,149700000
Macedonia,MKD,2000,176000000
Macedonia,MKD,2001,133000000
Macedonia,MKD,2002,98000000
Macedonia,MKD,2003,92000000
Macedonia,MKD,2004,93100000
Macedonia,MKD,2005,94000000
Macedonia,MKD,2006,105000000
Macedonia,MKD,2007,109000000
Macedonia,MKD,2008,148000000
Macedonia,MKD,2009,154000000
Macedonia,MKD,2010,155000000
Macedonia,MKD,2013,99000000
Macedonia,MKD,2014,99000000
Madagascar,MDG,2008,10000000
Malawi,MWI,1980,79723000
Malawi,MWI,1981,77937000
Malawi,MWI,1982,97000000
Malawi,MWI,1983,102354000
Malawi,MWI,1984,102294000
Malawi,MWI,1985,113484000
Malawi,MWI,1986,121457000
Malawi,MWI,1987,107000000
Malawi,MWI,1988,114000000
Malawi,MWI,1989,111000000
Malawi,MWI,1990,115469000
Malawi,MWI,1991,101080000
Malawi,MWI,1992,87873000
Malawi,MWI,1993,65361999.99999999
Malawi,MWI,1994,41000000
Malawi,MWI,1995,22000000
Malawi,MWI,1996,26000000
Malawi,MWI,1997,17000000
Malawi,MWI,1998,21000000
Malawi,MWI,1999,19245415.3846154
Malawi,MWI,2000,27000000
Malawi,MWI,2001,22000000
Malawi,MWI,2002,37000000
Malawi,MWI,2003,30000000
Malawi,MWI,2004,26000000
Malawi,MWI,2008,44000000
Malaysia,MYS,1986,1367531000
Malaysia,MYS,1987,1424588000
Malaysia,MYS,1988,1518055000
Malaysia,MYS,1989,1701197000
Malaysia,MYS,1990,1839912000
Malaysia,MYS,1991,1849000000
Malaysia,MYS,1993,1775966655
Malaysia,MYS,1994,1348000000
Malaysia,MYS,1995,1270000000
Malaysia,MYS,1996,1370000000
Malaysia,MYS,1997,1492000000
Malaysia,MYS,1998,1397000000
Malaysia,MYS,1999,1312000000
Malaysia,MYS,2000,1312000000
Malaysia,MYS,2001,1181000000
Malaysia,MYS,2002,1123000000
Malaysia,MYS,2003,1931000000
Malaysia,MYS,2004,1931000000
Malaysia,MYS,2005,1181000000
Malaysia,MYS,2006,2075000000
Malaysia,MYS,2007,2193000000
Malaysia,MYS,2008,2268000000
Malaysia,MYS,2009,1527000000
Malaysia,MYS,2010,1527000000
Malaysia,MYS,2011,965000000
Malaysia,MYS,2012,3293000000
Malaysia,MYS,2013,3293000000
Malaysia,MYS,2014,3293000000
Mali,MLI,1980,130079000.00000001
Mali,MLI,1981,130446000
Mali,MLI,1982,146989000
Mali,MLI,1983,157217000
Mali,MLI,1984,149373000
Mali,MLI,1985,172762000
Mali,MLI,1986,176870000
Mali,MLI,1987,196168000
Mali,MLI,1988,176693000
Mali,MLI,1989,184300000
Mali,MLI,1990,196900000
Mali,MLI,1991,178400000
Mali,MLI,1995,976000000
Mali,MLI,1996,976000000
Mali,MLI,1997,223000000
Mali,MLI,1998,390000000
Mali,MLI,1999,210000000
Mali,MLI,2000,204000000
Mali,MLI,2001,208000000
Mali,MLI,2002,196000000
Mauritania,MRT,2008,47000000
Mauritania,MRT,2009,47000000
Mauritania,MRT,2010,47000000
Mexico,MEX,1980,5205000000
Mexico,MEX,1981,5320000000
Mexico,MEX,1982,5613000000
Mexico,MEX,1983,5997000000
Mexico,MEX,1984,5951000000
Mexico,MEX,1985,6015000000
Mexico,MEX,1986,5870000000
Mexico,MEX,1987,5828000000
Mexico,MEX,1988,5619000000
Mexico,MEX,1989,5383000000
Mexico,MEX,1990,5336000000
Mexico,MEX,1991,4686000000
Mexico,MEX,1992,4794000000
Mexico,MEX,1993,3219000000
Mexico,MEX,1994,1855000000
Mexico,MEX,1995,1899000000
Mexico,MEX,1996,1799000000
Mexico,MEX,1997,1508000000
Mexico,MEX,1998,460000000
Mexico,MEX,1999,254000000
Mexico,MEX,2000,82000000
Mexico,MEX,2001,67000000
Mexico,MEX,2002,69000000
Mexico,MEX,2003,78000000
Mexico,MEX,2004,74000000
Mexico,MEX,2005,73000000
Mexico,MEX,2006,76000000
Mexico,MEX,2007,84000000
Mexico,MEX,2008,84000000
Mexico,MEX,2009,178000000
Mexico,MEX,2010,178000000
Mexico,MEX,2011,449000000
Mexico,MEX,2012,449000000
Mexico,MEX,2013,449000000
Mexico,MEX,2014,479000000
Middle East & North Africa,,1980,898804500
Middle East & North Africa,,1981,1075407500
Middle East & North Africa,,1982,1130880000
Middle East & North Africa,,1983,1104612500
Middle East & North Africa,,1984,1183017000
Middle East & North Africa,,1985,1365796500
Middle East & North Africa,,1986,1425639500
Middle East & North Africa,,1992,1742859000
Middle East & North Africa,,1993,1480000000
Middle East & North Africa,,1994,1459500000
Middle East & North Africa,,2006,1407000000
Middle East & North Africa,,2011,1695500000
Middle East & North Africa,,2012,1695500000
Middle East & North Africa,,2013,1695671000
Middle East & North Africa,,2014,1577500000
Middle East & North Africa (IDA & IBRD),,1980,1502804500
Middle East & North Africa (IDA & IBRD),,1981,1647907500
Middle East & North Africa (IDA & IBRD),,1982,1574380000
Middle East & North Africa (IDA & IBRD),,1983,1605612500
Middle East & North Africa (IDA & IBRD),,1984,1727517000
Middle East & North Africa (IDA & IBRD),,1985,1882296500
Middle East & North Africa (IDA & IBRD),,1986,1996639500
Middle East & North Africa (IDA & IBRD),,1990,2614000000
Middle East & North Africa (IDA & IBRD),,1991,2769000000
Middle East & North Africa (IDA & IBRD),,1992,2568359000
Middle East & North Africa (IDA & IBRD),,1993,2456500000
Middle East & North Africa (IDA & IBRD),,1994,2057500000
Middle East & North Africa (IDA & IBRD),,1995,1680500000
Middle East & North Africa (IDA & IBRD),,1996,1713000000
Middle East & North Africa (IDA & IBRD),,1997,1508000000
Middle East & North Africa (IDA & IBRD),,1998,1519000000
Middle East & North Africa (IDA & IBRD),,1999,1538500000
Middle East & North Africa (IDA & IBRD),,2000,1606500000
Middle East & North Africa (IDA & IBRD),,2004,1969000000
Middle East & North Africa (IDA & IBRD),,2005,2140500000
Middle East & North Africa (IDA & IBRD),,2006,1407000000
Middle East & North Africa (IDA & IBRD),,2007,1487000000
Middle East & North Africa (IDA & IBRD),,2008,1487000000
Middle East & North Africa (IDA & IBRD),,2009,1493000000
Middle East & North Africa (IDA & IBRD),,2010,1493000000
Middle East & North Africa (IDA & IBRD),,2011,1695500000
Middle East & North Africa (IDA & IBRD),,2012,1695500000
Middle East & North Africa (IDA & IBRD),,2013,1695671000
Middle East & North Africa (IDA & IBRD),,2014,1577500000
Middle East & North Africa (excluding high income),,1980,1502804500
Middle East & North Africa (excluding high income),,1981,1647907500
Middle East & North Africa (excluding high income),,1982,1574380000
Middle East & North Africa (excluding high income),,1983,1605612500
Middle East & North Africa (excluding high income),,1984,1727517000
Middle East & North Africa (excluding high income),,1985,1882296500
Middle East & North Africa (excluding high income),,1986,1996639500
Middle East & North Africa (excluding high income),,1990,2614000000
Middle East & North Africa (excluding high income),,1991,2769000000
Middle East & North Africa (excluding high income),,1992,2568359000
Middle East & North Africa (excluding high income),,1993,2456500000
Middle East & North Africa (excluding high income),,1994,2057500000
Middle East & North Africa (excluding high income),,1995,1680500000
Middle East & North Africa (excluding high income),,1996,1713000000
Middle East & North Africa (excluding high income),,1997,1508000000
Middle East & North Africa (excluding high income),,1998,1519000000
Middle East & North Africa (excluding high income),,1999,1538500000
Middle East & North Africa (excluding high income),,2000,1606500000
Middle East & North Africa (excluding high income),,2004,1969000000
Middle East & North Africa (excluding high income),,2005,2140500000
Middle East & North Africa (excluding high income),,2006,1407000000
Middle East & North Africa (excluding high income),,2007,1487000000
Middle East & North Africa (excluding high income),,2008,1487000000
Middle East & North Africa (excluding high income),,2009,1493000000
Middle East & North Africa (excluding high income),,2010,1493000000
Middle East & North Africa (excluding high income),,2011,1695500000
Middle East & North Africa (excluding high income),,2012,1695500000
Middle East & North Africa (excluding high income),,2013,1695671000
Middle East & North Africa (excluding high income),,2014,1577500000
Middle income,,1980,2407000000
Middle income,,1981,2661500000
Middle income,,1982,2667950000
Middle income,,1983,2447200000
Middle income,,1984,2572000000
Middle income,,1985,2100800000.0000002
Middle income,,1986,1988200000
Middle income,,1987,1972000000
Middle income,,1988,2439000000
Middle income,,1989,2564000000
Middle income,,1990,2237000000
Middle income,,1991,2521000000
Middle income,,1992,2578000000
Middle income,,1993,1903000000
Middle income,,1994,1825500000
Middle income,,1995,1564000000
Middle income,,1996,1812500000
Middle income,,1997,1526500000
Middle income,,1999,1254500000
Middle income,,2000,1257000000
Middle income,,2005,1204500000
Middle income,,2006,1346500000
Middle income,,2008,1400000000
Middle income,,2009,1510000000
Middle income,,2010,1527000000
Middle income,,2011,1466500000
Middle income,,2013,1672671000
Middle income,,2014,2552000000
Moldova,MDA,2005,355000000
Moldova,MDA,2006,471000000
Moldova,MDA,2007,468000000
Moldova,MDA,2008,485000000
Moldova,MDA,2009,423000000
Moldova,MDA,2010,399000000
Moldova,MDA,2011,363000000
Moldova,MDA,2012,347000000
Moldova,MDA,2013,329800000
Moldova,MDA,2014,257000000
Moldova,MDA,2015,181000000
Moldova,MDA,2016,121500000
Mongolia,MNG,1980,296600000
Mongolia,MNG,1985,435800000
Mongolia,MNG,1986,467100000
Mongolia,MNG,1987,486500000
Mongolia,MNG,1988,531000000
Mongolia,MNG,1989,578600000
Mongolia,MNG,1990,570000000
Mongolia,MNG,1991,596300000
Mongolia,MNG,1992,636300000
Mongolia,MNG,1993,625000000
Mongolia,MNG,1997,957000000
Mongolia,MNG,1999,1013000000
Mongolia,MNG,2000,1070000000
Mongolia,MNG,2002,1073000000
Mongolia,MNG,2005,1228000000
Mongolia,MNG,2006,1228000000
Mongolia,MNG,2007,1293000000
Mongolia,MNG,2008,1400000000
Mongolia,MNG,2009,1009000000
Mongolia,MNG,2010,1220000000
Mongolia,MNG,2011,1399000000
Mongolia,MNG,2012,1399000000
Mongolia,MNG,2013,1394000000
Mongolia,MNG,2014,1194500000
Mongolia,MNG,2015,996740000
Mongolia,MNG,2016,956000000
Morocco,MAR,1980,935609000
Morocco,MAR,1981,1139815000
Morocco,MAR,1982,1374760000
Morocco,MAR,1983,1407225000
Morocco,MAR,1984,1620034000
Morocco,MAR,1985,1826593000
Morocco,MAR,1986,1958279000
Morocco,MAR,1987,2068945000.0000002
Morocco,MAR,1988,2092487999.9999998
Morocco,MAR,1989,2167630000
Morocco,MAR,1990,2237000000
Morocco,MAR,1991,2346000000
Morocco,MAR,1992,2232718000
Morocco,MAR,1993,1903000000
Morocco,MAR,1994,1881000000
Morocco,MAR,1995,1564000000
Morocco,MAR,1996,1600000000
Morocco,MAR,1997,1656000000
Morocco,MAR,1998,1875000000
Morocco,MAR,1999,1880000000
Morocco,MAR,2000,1956000000
Morocco,MAR,2001,2019000000
Morocco,MAR,2002,2145000000
Morocco,MAR,2003,2374000000
Morocco,MAR,2004,2645000000
Morocco,MAR,2005,2987000000
Morocco,MAR,2006,3333000000
Morocco,MAR,2007,3659000000
Morocco,MAR,2008,3836000000
Morocco,MAR,2009,4190000000
Morocco,MAR,2010,4398000000
Morocco,MAR,2011,4819000000
Morocco,MAR,2012,4819000000
Morocco,MAR,2013,4819000000
Morocco,MAR,2014,5449000000
Morocco,MAR,2015,5507000000
Morocco,MAR,2016,5208000000
Mozambique,MOZ,2005,172000000
Mozambique,MOZ,2006,172000000
Mozambique,MOZ,2007,172000000
Mozambique,MOZ,2008,114000000
Mozambique,MOZ,2009,114000000
Mozambique,MOZ,2010,114000000
Mozambique,MOZ,2011,247000000
Mozambique,MOZ,2012,247000000
Mozambique,MOZ,2013,247000000
Mozambique,MOZ,2014,246000000
Myanmar,MMR,1980,3237903225.80645
Myanmar,MMR,1981,3334354838.7096796
Myanmar,MMR,1982,3420967741.9354796
Myanmar,MMR,1983,3776774193.54839
Myanmar,MMR,1984,3682580645.1612897
Myanmar,MMR,1985,3594516129.03226
Myanmar,MMR,1986,3374838709.67742
Myanmar,MMR,1987,3606129032.25806
Myanmar,MMR,1988,4172333870.96774
Myanmar,MMR,1989,2693500000
Myanmar,MMR,1990,3701600000
Myanmar,MMR,1991,3938700000
Myanmar,MMR,2006,4163000000
Namibia,NAM,1990,67343000
Namibia,NAM,1991,58558000
Namibia,NAM,1992,46143000
Namibia,NAM,1993,24200000
Namibia,NAM,1994,34700000
Namibia,NAM,1995,48500000
Netherlands,NLD,1980,8910000000
Netherlands,NLD,1981,9230200000
Netherlands,NLD,1982,9376200000
Netherlands,NLD,1983,9052000000
Netherlands,NLD,1984,8997400000
Netherlands,NLD,1985,9226000000
Netherlands,NLD,1986,8919000000
Netherlands,NLD,1987,9396000000
Netherlands,NLD,1988,9664000000
Netherlands,NLD,1989,10162000000
Netherlands,NLD,1990,11060000000
Netherlands,NLD,1991,12796000000
Netherlands,NLD,1992,15350000000
Netherlands,NLD,1993,15245000000
Netherlands,NLD,1994,14439000000
Netherlands,NLD,1995,13499000000
Netherlands,NLD,1996,13695000000
Netherlands,NLD,1997,13875000000
Netherlands,NLD,1998,14107000000
Netherlands,NLD,1999,14330000000
Netherlands,NLD,2000,14760000000
Netherlands,NLD,2001,14392000000
Netherlands,NLD,2002,14288000000
Netherlands,NLD,2003,13848000000
Netherlands,NLD,2004,14097000000
Netherlands,NLD,2005,14730000000
Netherlands,NLD,2006,15414000000
Netherlands,NLD,2007,15546000000
Netherlands,NLD,2008,15313000000
Netherlands,NLD,2009,15400000000
Netherlands,NLD,2010,15400000000
Netherlands,NLD,2011,16808000000
Netherlands,NLD,2012,17098000000
Netherlands,NLD,2013,17018000000
Netherlands,NLD,2014,17226000000
Netherlands,NLD,2015,17770000000
New Zealand,NZL,1991,370000000
New Zealand,NZL,1992,364750000
New Zealand,NZL,1993,347750000
New Zealand,NZL,1994,365000000
New Zealand,NZL,1995,365750000
New Zealand,NZL,1996,378250000
New Zealand,NZL,1997,395500000
New Zealand,NZL,1998,320550000
Nigeria,NGA,1980,1533000000
Nigeria,NGA,1981,2595000000
Nigeria,NGA,1982,2324000000
Nigeria,NGA,1983,2553000000
Nigeria,NGA,1984,2711000000
Nigeria,NGA,1985,2718000000
Nigeria,NGA,1986,1988200000
Nigeria,NGA,1987,1491040000
Nigeria,NGA,1988,855200000
Nigeria,NGA,1989,1304000000
Nigeria,NGA,1990,1269000000
Nigeria,NGA,1991,689000000
Nigeria,NGA,1992,105000000
Nigeria,NGA,1994,471000000
Nigeria,NGA,1995,743000000
Nigeria,NGA,1996,834000000
Nigeria,NGA,1997,212000000
Nigeria,NGA,1998,506000000
Nigeria,NGA,1999,739000000
Nigeria,NGA,2000,363000000
Nigeria,NGA,2001,279000000
Nigeria,NGA,2002,459000000
Nigeria,NGA,2003,496000000
Nigeria,NGA,2004,973000000
Nigeria,NGA,2005,174000000
Nigeria,NGA,2006,174000000
Nigeria,NGA,2007,174000000
North America,,2005,5829500000
North America,,2006,5772500000
North America,,2007,5958500000
North America,,2008,6495500000
North America,,2009,6188500000
North America,,2010,6196500000
North America,,2011,6202000000
North America,,2012,6149500000
North America,,2013,6149500000
North America,,2014,6020280000
North America,,2015,5920545000
North America,,2016,10492000000
Norway,NOR,2005,2440000000
Norway,NOR,2006,2492000000
Norway,NOR,2007,2567000000
Norway,NOR,2008,2705000000
Norway,NOR,2009,2877000000
Norway,NOR,2010,2674000000
Norway,NOR,2011,2663000000
Norway,NOR,2012,2764000000
Norway,NOR,2013,2867000000
Norway,NOR,2014,2965000000
Norway,NOR,2015,3087000000
OECD members,,1980,6432000000
OECD members,,1981,6478000000
OECD members,,1982,5997000000
OECD members,,1983,6228500000
OECD members,,1984,6360600000
OECD members,,1985,6530500000
OECD members,,1986,6060500000
OECD members,,1987,6093500000
OECD members,,1988,6214500000
OECD members,,1989,6230000000
OECD members,,1990,6243000000
OECD members,,1991,5688000000
OECD members,,1992,5976500000
OECD members,,1993,5830000000
OECD members,,1994,6120500000
OECD members,,1995,6008000000
OECD members,,1996,6218000000
OECD members,,1997,6327000000
OECD members,,1998,6997000000
OECD members,,1999,6537500000
OECD members,,2000,5919000000
OECD members,,2001,5571500000
OECD members,,2002,5660000000
OECD members,,2003,5805500000
OECD members,,2004,5390000000
OECD members,,2005,5566000000
OECD members,,2006,5652000000
OECD members,,2007,5724000000
OECD members,,2008,5843000000
OECD members,,2009,6085000000
OECD members,,2010,6022000000
OECD members,,2011,6156500000
OECD members,,2012,6415000000
OECD members,,2013,5904000000
OECD members,,2014,5898500000
OECD members,,2015,6292000000
OECD members,,2016,5884000000
Pakistan,PAK,1980,16387174000
Pakistan,PAK,1981,16501730000
Pakistan,PAK,1982,18030618000
Pakistan,PAK,1983,18287127000
Pakistan,PAK,1984,17806545000
Pakistan,PAK,1985,16849639000
Pakistan,PAK,1986,16919758000.000002
Pakistan,PAK,1987,18541470000
Pakistan,PAK,1988,19731693000
Pakistan,PAK,1989,20373278000
Pakistan,PAK,1990,19963696000
Pakistan,PAK,1991,18158007000
Pakistan,PAK,1992,17082313999.999998
Pakistan,PAK,1993,16385132000.000002
Pakistan,PAK,1994,17555000000
Pakistan,PAK,1995,18904000000
Pakistan,PAK,1996,18905000000
Pakistan,PAK,1997,19114000000
Pakistan,PAK,1998,18774000000
Pakistan,PAK,1999,18980000000
Pakistan,PAK,2000,18495000000
Pakistan,PAK,2001,19590000000
Pakistan,PAK,2002,20783000000
Pakistan,PAK,2003,22306000000
Pakistan,PAK,2004,23045000000
Pakistan,PAK,2005,23045000000
Pakistan,PAK,2006,25621000000
Pakistan,PAK,2007,25621000000
Pakistan,PAK,2008,24731000000
Pakistan,PAK,2009,24731000000
Pakistan,PAK,2010,24731000000
Pakistan,PAK,2011,20619000000
Pakistan,PAK,2012,20619000000
Pakistan,PAK,2013,20619000000
Pakistan,PAK,2014,19779000000
Pakistan,PAK,2015,20288000000
Peru,PER,1980,542600000
Peru,PER,1981,456600000
Peru,PER,1982,424600000
Peru,PER,1983,434000000
Peru,PER,1984,467600000
Peru,PER,1985,457000000
Peru,PER,1986,477499000
